"","id","dob_month","dob_year","dob_conflict","race","gender","yr_hgc","hgc_i","hgc"
"991",991,1,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"992",992,9,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"993",993,2,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",10,"10TH GRADE"
"994",994,8,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1989",14,"2ND YEAR COL"
"995",995,7,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",12,"12TH GRADE"
"996",996,10,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"997",997,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"998",998,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"999",999,4,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",16,"4TH YEAR COL"
"1000",1000,3,61,FALSE,"BLACK","MALE","1991",14,"2ND YEAR COL"
"1001",1001,2,60,FALSE,"BLACK","FEMALE","1989",14,"2ND YEAR COL"
"1002",1002,12,62,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1003",1003,7,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1004",1004,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",14,"2ND YEAR COL"
"1005",1005,8,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1006",1006,4,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",15,"3RD YEAR COL"
"1007",1007,1,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1008",1008,1,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1009",1009,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1010",1010,3,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1011",1011,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1012",1012,12,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1013",1013,3,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",14,"2ND YEAR COL"
"1014",1014,3,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",18,"6TH YEAR COL"
"1015",1015,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2004",19,"7TH YEAR COL"
"1016",1016,5,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1017",1017,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"1018",1018,9,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",16,"4TH YEAR COL"
"1019",1019,8,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",17,"5TH YEAR COL"
"1020",1020,10,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",17,"5TH YEAR COL"
"1021",1021,3,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",16,"4TH YEAR COL"
"1022",1022,9,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",17,"5TH YEAR COL"
"1023",1023,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"1024",1024,6,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",16,"4TH YEAR COL"
"1025",1025,4,58,FALSE,"BLACK","FEMALE","1979",8,"8TH GRADE"
"1026",1026,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",14,"2ND YEAR COL"
"1027",1027,1,62,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1028",1028,2,63,FALSE,"BLACK","MALE","1983",11,"11TH GRADE"
"1029",1029,1,64,FALSE,"BLACK","FEMALE","2012",13,"1ST YEAR COL"
"1030",1030,8,58,FALSE,"BLACK","FEMALE","2004",12,"12TH GRADE"
"1031",1031,3,61,FALSE,"BLACK","FEMALE","1979",9,"9TH GRADE"
"1032",1032,12,62,FALSE,"BLACK","MALE","1982",11,"11TH GRADE"
"1033",1033,12,63,FALSE,"BLACK","FEMALE","1982",10,"10TH GRADE"
"1034",1034,9,57,FALSE,"BLACK","FEMALE","1979",7,"7TH GRADE"
"1035",1035,2,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1990",12,"12TH GRADE"
"1036",1036,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1037",1037,7,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1038",1038,8,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2016",15,"3RD YEAR COL"
"1039",1039,1,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",15,"3RD YEAR COL"
"1040",1040,12,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1041",1041,3,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2008",13,"1ST YEAR COL"
"1042",1042,4,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1043",1043,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1044",1044,3,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"1045",1045,1,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1046",1046,3,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",19,"7TH YEAR COL"
"1047",1047,3,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2008",13,"1ST YEAR COL"
"1048",1048,5,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1049",1049,7,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",18,"6TH YEAR COL"
"1050",1050,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1993",16,"4TH YEAR COL"
"1051",1051,8,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",18,"6TH YEAR COL"
"1052",1052,7,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",18,"6TH YEAR COL"
"1053",1053,6,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",16,"4TH YEAR COL"
"1054",1054,2,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"1055",1055,4,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",16,"4TH YEAR COL"
"1056",1056,7,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1057",1057,3,57,FALSE,"BLACK","FEMALE","2008",12,"12TH GRADE"
"1058",1058,12,63,FALSE,"BLACK","MALE","2008",15,"3RD YEAR COL"
"1059",1059,7,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1060",1060,12,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1061",1061,5,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1062",1062,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1063",1063,8,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1064",1064,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1065",1065,10,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1066",1066,3,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1067",1067,4,60,FALSE,"BLACK","MALE","1979",10,"10TH GRADE"
"1068",1068,2,58,FALSE,"BLACK","MALE","1979",9,"9TH GRADE"
"1069",1069,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",10,"10TH GRADE"
"1070",1070,1,59,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"1071",1071,4,62,FALSE,"BLACK","FEMALE","1982",12,"12TH GRADE"
"1072",1072,7,60,FALSE,"BLACK","MALE","1984",18,"6TH YEAR COL"
"1073",1073,3,58,FALSE,"BLACK","FEMALE","1980",13,"1ST YEAR COL"
"1074",1074,1,62,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"1075",1075,10,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1076",1076,11,64,FALSE,"HISPANIC","FEMALE","1985",14,"2ND YEAR COL"
"1077",1077,7,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1994",9,"9TH GRADE"
"1078",1078,11,59,FALSE,"BLACK","FEMALE","1983",16,"4TH YEAR COL"
"1079",1079,12,60,FALSE,"BLACK","FEMALE","1982",14,"2ND YEAR COL"
"1080",1080,3,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1081",1081,10,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",14,"2ND YEAR COL"
"1082",1082,1,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",16,"4TH YEAR COL"
"1083",1083,12,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",14,"2ND YEAR COL"
"1084",1084,3,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"1085",1085,11,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1086",1086,7,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",18,"6TH YEAR COL"
"1087",1087,5,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",20,"8TH YEAR COL"
"1088",1088,4,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",18,"6TH YEAR COL"
"1089",1089,9,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1993",9,"9TH GRADE"
"1090",1090,3,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",9,"9TH GRADE"
"1091",1091,3,58,TRUE,"NON-BLACK, NON-HISPANIC","MALE","1980",10,"10TH GRADE"
"1092",1092,11,62,TRUE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1093",1093,12,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",16,"4TH YEAR COL"
"1094",1094,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1095",1095,2,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1096",1096,5,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1993",12,"12TH GRADE"
"1097",1097,7,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",14,"2ND YEAR COL"
"1098",1098,11,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2004",20,"8TH YEAR COL"
"1099",1099,4,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",14,"2ND YEAR COL"
"1100",1100,6,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",16,"4TH YEAR COL"
"1101",1101,1,57,FALSE,"HISPANIC","FEMALE","1993",19,"7TH YEAR COL"
"1102",1102,2,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",15,"3RD YEAR COL"
"1103",1103,3,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"1104",1104,3,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",15,"3RD YEAR COL"
"1105",1105,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2002",18,"6TH YEAR COL"
"1106",1106,5,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",16,"4TH YEAR COL"
"1107",1107,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1108",1108,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2006",12,"12TH GRADE"
"1109",1109,7,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",14,"2ND YEAR COL"
"1110",1110,10,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1111",1111,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1112",1112,7,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",12,"12TH GRADE"
"1113",1113,2,57,FALSE,"HISPANIC","MALE","1979",12,"12TH GRADE"
"1114",1114,7,60,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1115",1115,9,57,FALSE,"HISPANIC","MALE","1982",12,"12TH GRADE"
"1116",1116,6,61,FALSE,"HISPANIC","FEMALE","1984",14,"2ND YEAR COL"
"1117",1117,6,62,FALSE,"HISPANIC","FEMALE","1981",13,"1ST YEAR COL"
"1118",1118,3,63,FALSE,"HISPANIC","FEMALE","1983",12,"12TH GRADE"
"1119",1119,1,57,FALSE,"HISPANIC","MALE","1981",14,"2ND YEAR COL"
"1120",1120,8,58,FALSE,"HISPANIC","MALE","1989",17,"5TH YEAR COL"
"1121",1121,6,61,FALSE,"HISPANIC","FEMALE","1979",8,"8TH GRADE"
"1122",1122,4,57,FALSE,"HISPANIC","MALE","1988",16,"4TH YEAR COL"
"1123",1123,2,58,FALSE,"HISPANIC","FEMALE","1998",15,"3RD YEAR COL"
"1124",1124,1,61,FALSE,"HISPANIC","MALE","1979",10,"10TH GRADE"
"1125",1125,9,61,FALSE,"HISPANIC","MALE","1982",13,"1ST YEAR COL"
"1126",1126,7,58,FALSE,"HISPANIC","FEMALE","1979",13,"1ST YEAR COL"
"1127",1127,9,61,FALSE,"HISPANIC","MALE","1983",13,"1ST YEAR COL"
"1128",1128,1,59,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1129",1129,8,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1130",1130,6,59,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1131",1131,1,59,FALSE,"HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1132",1132,6,62,FALSE,"HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1133",1133,7,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1134",1134,4,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",11,"11TH GRADE"
"1135",1135,7,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",18,"6TH YEAR COL"
"1136",1136,9,62,FALSE,"HISPANIC","FEMALE","1989",19,"7TH YEAR COL"
"1137",1137,1,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",13,"1ST YEAR COL"
"1138",1138,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1139",1139,3,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"1140",1140,1,59,TRUE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"1141",1141,1,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1142",1142,6,58,FALSE,"HISPANIC","MALE","1981",16,"4TH YEAR COL"
"1143",1143,11,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"1144",1144,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",16,"4TH YEAR COL"
"1145",1145,3,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",14,"2ND YEAR COL"
"1146",1146,11,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",16,"4TH YEAR COL"
"1147",1147,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1148",1148,4,58,FALSE,"BLACK","MALE","1979",11,"11TH GRADE"
"1149",1149,1,62,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1150",1150,2,64,FALSE,"BLACK","MALE","1992",12,"12TH GRADE"
"1151",1151,4,58,FALSE,"BLACK","MALE","1979",11,"11TH GRADE"
"1152",1152,8,61,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"1153",1153,10,63,FALSE,"BLACK","MALE","1981",10,"10TH GRADE"
"1154",1154,9,58,FALSE,"BLACK","FEMALE","1992",18,"6TH YEAR COL"
"1155",1155,8,61,FALSE,"BLACK","FEMALE","2012",16,"4TH YEAR COL"
"1156",1156,4,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1157",1157,9,60,FALSE,"BLACK","FEMALE","2006",16,"4TH YEAR COL"
"1158",1158,8,60,FALSE,"BLACK","FEMALE","1979",14,"2ND YEAR COL"
"1159",1159,1,62,FALSE,"BLACK","FEMALE","1990",15,"3RD YEAR COL"
"1160",1160,12,63,FALSE,"BLACK","FEMALE","1983",14,"2ND YEAR COL"
"1161",1161,9,57,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"1162",1162,4,64,FALSE,"BLACK","FEMALE","1986",13,"1ST YEAR COL"
"1163",1163,11,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",14,"2ND YEAR COL"
"1164",1164,12,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",5,"5TH GRADE"
"1165",1165,5,58,FALSE,"BLACK","FEMALE","2010",14,"2ND YEAR COL"
"1166",1166,11,61,FALSE,"BLACK","FEMALE","1985",13,"1ST YEAR COL"
"1167",1167,5,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",19,"7TH YEAR COL"
"1168",1168,1,61,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"1169",1169,12,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1170",1170,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1171",1171,3,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1172",1172,9,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1173",1173,1,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1174",1174,12,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",16,"4TH YEAR COL"
"1175",1175,6,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1990",19,"7TH YEAR COL"
"1176",1176,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1177",1177,6,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"1178",1178,12,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",17,"5TH YEAR COL"
"1179",1179,12,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1180",1180,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",13,"1ST YEAR COL"
"1181",1181,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",13,"1ST YEAR COL"
"1182",1182,6,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",18,"6TH YEAR COL"
"1183",1183,8,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",18,"6TH YEAR COL"
"1184",1184,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",16,"4TH YEAR COL"
"1185",1185,7,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1992",20,"8TH YEAR COL"
"1186",1186,2,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",16,"4TH YEAR COL"
"1187",1187,5,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2006",19,"7TH YEAR COL"
"1188",1188,5,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",15,"3RD YEAR COL"
"1189",1189,10,58,FALSE,"BLACK","FEMALE","2008",18,"6TH YEAR COL"
"1190",1190,11,59,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1191",1191,1,61,FALSE,"BLACK","FEMALE","1992",16,"4TH YEAR COL"
"1192",1192,8,62,FALSE,"BLACK","MALE","2004",15,"3RD YEAR COL"
"1193",1193,10,64,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1194",1194,2,58,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1195",1195,3,62,FALSE,"BLACK","FEMALE","1985",16,"4TH YEAR COL"
"1196",1196,4,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"1197",1197,7,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",16,"4TH YEAR COL"
"1198",1198,12,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",14,"2ND YEAR COL"
"1199",1199,1,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2002",13,"1ST YEAR COL"
"1200",1200,3,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",16,"4TH YEAR COL"
"1201",1201,6,61,FALSE,"BLACK","MALE","1984",15,"3RD YEAR COL"
"1202",1202,5,59,FALSE,"BLACK","FEMALE","1981",16,"4TH YEAR COL"
"1203",1203,6,60,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"1204",1204,4,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",9,"9TH GRADE"
"1205",1205,11,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"1206",1206,3,61,FALSE,"BLACK","FEMALE","1979",10,"10TH GRADE"
"1207",1207,7,59,FALSE,"BLACK","FEMALE","1979",13,"1ST YEAR COL"
"1208",1208,3,58,FALSE,"BLACK","FEMALE","1989",20,"8TH YEAR COL"
"1209",1209,2,58,FALSE,"BLACK","FEMALE","1990",16,"4TH YEAR COL"
"1210",1210,3,61,FALSE,"BLACK","FEMALE","1979",8,"8TH GRADE"
"1211",1211,1,63,FALSE,"BLACK","MALE","2010",12,"12TH GRADE"
"1212",1212,8,57,FALSE,"BLACK","FEMALE","2012",12,"12TH GRADE"
"1213",1213,7,61,FALSE,"BLACK","FEMALE","2004",12,"12TH GRADE"
"1214",1214,10,64,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"1215",1215,10,62,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"1216",1216,10,60,FALSE,"BLACK","FEMALE","1988",12,"12TH GRADE"
"1217",1217,9,62,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"1218",1218,10,64,FALSE,"BLACK","MALE","1984",13,"1ST YEAR COL"
"1219",1219,2,62,FALSE,"BLACK","MALE","1984",11,"11TH GRADE"
"1220",1220,11,63,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"1221",1221,1,60,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"1222",1222,4,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1223",1223,5,64,FALSE,"BLACK","FEMALE","1985",13,"1ST YEAR COL"
"1224",1224,2,59,FALSE,"BLACK","FEMALE","1987",13,"1ST YEAR COL"
"1225",1225,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"1226",1226,1,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",13,"1ST YEAR COL"
"1227",1227,10,58,FALSE,"BLACK","FEMALE","1979",11,"11TH GRADE"
"1228",1228,4,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1229",1229,2,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1230",1230,5,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1231",1231,7,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1993",19,"7TH YEAR COL"
"1232",1232,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",12,"12TH GRADE"
"1233",1233,11,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",14,"2ND YEAR COL"
"1234",1234,2,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",16,"4TH YEAR COL"
"1235",1235,3,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1236",1236,5,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1237",1237,6,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1238",1238,10,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",13,"1ST YEAR COL"
"1239",1239,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",13,"1ST YEAR COL"
"1240",1240,11,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",18,"6TH YEAR COL"
"1241",1241,12,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",12,"12TH GRADE"
"1242",1242,4,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",12,"12TH GRADE"
"1243",1243,8,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"1244",1244,6,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2006",12,"12TH GRADE"
"1245",1245,1,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"1246",1246,10,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1247",1247,11,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1248",1248,9,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1249",1249,2,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1250",1250,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1251",1251,9,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1252",1252,1,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",19,"7TH YEAR COL"
"1253",1253,10,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1254",1254,11,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1255",1255,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",18,"6TH YEAR COL"
"1256",1256,7,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2000",13,"1ST YEAR COL"
"1257",1257,3,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",12,"12TH GRADE"
"1258",1258,12,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",14,"2ND YEAR COL"
"1259",1259,2,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1998",12,"12TH GRADE"
"1260",1260,11,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
